Events for energy 35.716747 GeV:
Cross section pb: 0.08446031050140203
Total number of events: 992120

pid = -11, p = (0.31449966940983193, -0.8337125010684199, 7.194718534886108, 7.249687002474752), Parent_PIDs = (-12, 2), theta = 0.12322161721151975, phi = 5.073111502060959
pid = 13, p = (-0.33286724000247403, 0.0008469872616610891, 1.2065312833855306, 1.2560585536678703), Parent_PIDs = (223, 90), theta = 0.26919221748131544, phi = 3.1390481393453173
pid = -13, p = (-0.01095627726231524, 0.544125008102279, 5.2058455656873885, 5.235282624065372), Parent_PIDs = (223, 90), theta = 0.10416473170392984, phi = 1.5909291946982533
pid = 211, p = (0.20289379700018662, 0.1761562561971503, 0.4454188359516132, 0.538585781263337), Parent_PIDs = (223, 90), theta = 0.5427990834348475, phi = 0.7149765213152867
pid = -211, p = (-0.0507683250218366, 0.05233061189689218, 0.2641210095231214, 0.3074989566462605), Parent_PIDs = (223, 90), theta = 0.2693411479736014, phi = 2.341042371656312
pid = 22, p = (0.02095352676338316, -0.17605629800077932, -0.02415245222444162, 0.17893633308530985), Parent_PIDs = (111, 90), theta = 1.7061874949892466, phi = 4.830847820483039
pid = 22, p = (-0.011503605690728478, -0.01576331580158958, 0.054340831490381575, 0.05773855761979553), Parent_PIDs = (111, 90), theta = 0.3447698731504594, phi = 4.081960838342617

pid = -11, p = (0.5254424319339925, -0.7178172403517791, 17.96847353446863, 17.990480615032034), Parent_PIDs = (-12, 2), theta = 0.049467395090742994, phi = 5.3442704042232645
pid = -211, p = (-0.15993936957358992, -0.19710909782855365, 0.14896552551553732, 0.3257347250117847), Parent_PIDs = (1, 2103), theta = 1.0400961887515234, phi = 4.030719928992358
pid = 2212, p = (-0.18325493814661836, 0.3332870885247211, 3.632075995811229, 3.770542306881138), Parent_PIDs = (1, 2103), theta = 0.1043381899081822, phi = 2.0735175305568316
pid = 13, p = (-0.33286724000247403, 0.0008469872616610891, 1.2065312833855306, 1.2560585536678703), Parent_PIDs = (223, 90), theta = 0.26919221748131544, phi = 3.1390481393453173
pid = -13, p = (-0.01095627726231524, 0.544125008102279, 5.2058455656873885, 5.235282624065372), Parent_PIDs = (223, 90), theta = 0.10416473170392984, phi = 1.5909291946982533
pid = 211, p = (0.20289379700018662, 0.1761562561971503, 0.4454188359516132, 0.538585781263337), Parent_PIDs = (223, 90), theta = 0.5427990834348475, phi = 0.7149765213152867
pid = -211, p = (-0.0507683250218366, 0.05233061189689218, 0.2641210095231214, 0.3074989566462605), Parent_PIDs = (223, 90), theta = 0.2693411479736014, phi = 2.341042371656312
pid = 22, p = (0.02095352676338316, -0.17605629800077932, -0.02415245222444162, 0.17893633308530985), Parent_PIDs = (111, 90), theta = 1.7061874949892466, phi = 4.830847820483039
pid = 22, p = (-0.011503605690728478, -0.01576331580158958, 0.054340831490381575, 0.05773855761979553), Parent_PIDs = (111, 90), theta = 0.3447698731504594, phi = 4.081960838342617

pid = -11, p = (0.5254424319339925, -0.7178172403517791, 17.96847353446863, 17.990480615032034), Parent_PIDs = (-12, 2), theta = 0.049467395090742994, phi = 5.3442704042232645
pid = -211, p = (-0.15993936957358992, -0.19710909782855365, 0.14896552551553732, 0.3257347250117847), Parent_PIDs = (1, 2103), theta = 1.0400961887515234, phi = 4.030719928992358
pid = 2212, p = (-0.18325493814661836, 0.3332870885247211, 3.632075995811229, 3.770542306881138), Parent_PIDs = (1, 2103), theta = 0.1043381899081822, phi = 2.0735175305568316
pid = 13, p = (-0.33286724000247403, 0.0008469872616610891, 1.2065312833855306, 1.2560585536678703), Parent_PIDs = (223, 90), theta = 0.26919221748131544, phi = 3.1390481393453173
pid = -13, p = (-0.01095627726231524, 0.544125008102279, 5.2058455656873885, 5.235282624065372), Parent_PIDs = (223, 90), theta = 0.10416473170392984, phi = 1.5909291946982533
pid = 211, p = (0.20289379700018662, 0.1761562561971503, 0.4454188359516132, 0.538585781263337), Parent_PIDs = (223, 90), theta = 0.5427990834348475, phi = 0.7149765213152867
pid = -211, p = (-0.0507683250218366, 0.05233061189689218, 0.2641210095231214, 0.3074989566462605), Parent_PIDs = (223, 90), theta = 0.2693411479736014, phi = 2.341042371656312
pid = 22, p = (0.02095352676338316, -0.17605629800077932, -0.02415245222444162, 0.17893633308530985), Parent_PIDs = (111, 90), theta = 1.7061874949892466, phi = 4.830847820483039
pid = 22, p = (-0.011503605690728478, -0.01576331580158958, 0.054340831490381575, 0.05773855761979553), Parent_PIDs = (111, 90), theta = 0.3447698731504594, phi = 4.081960838342617

pid = -11, p = (0.5254424319339925, -0.7178172403517791, 17.96847353446863, 17.990480615032034), Parent_PIDs = (-12, 2), theta = 0.049467395090742994, phi = 5.3442704042232645
pid = -211, p = (-0.15993936957358992, -0.19710909782855365, 0.14896552551553732, 0.3257347250117847), Parent_PIDs = (1, 2103), theta = 1.0400961887515234, phi = 4.030719928992358
pid = 2212, p = (-0.18325493814661836, 0.3332870885247211, 3.632075995811229, 3.770542306881138), Parent_PIDs = (1, 2103), theta = 0.1043381899081822, phi = 2.0735175305568316
pid = 13, p = (-0.33286724000247403, 0.0008469872616610891, 1.2065312833855306, 1.2560585536678703), Parent_PIDs = (223, 90), theta = 0.26919221748131544, phi = 3.1390481393453173
pid = -13, p = (-0.01095627726231524, 0.544125008102279, 5.2058455656873885, 5.235282624065372), Parent_PIDs = (223, 90), theta = 0.10416473170392984, phi = 1.5909291946982533
pid = 211, p = (0.20289379700018662, 0.1761562561971503, 0.4454188359516132, 0.538585781263337), Parent_PIDs = (223, 90), theta = 0.5427990834348475, phi = 0.7149765213152867
pid = -211, p = (-0.0507683250218366, 0.05233061189689218, 0.2641210095231214, 0.3074989566462605), Parent_PIDs = (223, 90), theta = 0.2693411479736014, phi = 2.341042371656312
pid = 22, p = (0.02095352676338316, -0.17605629800077932, -0.02415245222444162, 0.17893633308530985), Parent_PIDs = (111, 90), theta = 1.7061874949892466, phi = 4.830847820483039
pid = 22, p = (-0.011503605690728478, -0.01576331580158958, 0.054340831490381575, 0.05773855761979553), Parent_PIDs = (111, 90), theta = 0.3447698731504594, phi = 4.081960838342617

pid = -11, p = (0.5254424319339925, -0.7178172403517791, 17.96847353446863, 17.990480615032034), Parent_PIDs = (-12, 2), theta = 0.049467395090742994, phi = 5.3442704042232645
pid = -211, p = (-0.15993936957358992, -0.19710909782855365, 0.14896552551553732, 0.3257347250117847), Parent_PIDs = (1, 2103), theta = 1.0400961887515234, phi = 4.030719928992358
pid = 2212, p = (-0.18325493814661836, 0.3332870885247211, 3.632075995811229, 3.770542306881138), Parent_PIDs = (1, 2103), theta = 0.1043381899081822, phi = 2.0735175305568316
pid = 13, p = (-0.33286724000247403, 0.0008469872616610891, 1.2065312833855306, 1.2560585536678703), Parent_PIDs = (223, 90), theta = 0.26919221748131544, phi = 3.1390481393453173
pid = -13, p = (-0.01095627726231524, 0.544125008102279, 5.2058455656873885, 5.235282624065372), Parent_PIDs = (223, 90), theta = 0.10416473170392984, phi = 1.5909291946982533
pid = 211, p = (0.20289379700018662, 0.1761562561971503, 0.4454188359516132, 0.538585781263337), Parent_PIDs = (223, 90), theta = 0.5427990834348475, phi = 0.7149765213152867
pid = -211, p = (-0.0507683250218366, 0.05233061189689218, 0.2641210095231214, 0.3074989566462605), Parent_PIDs = (223, 90), theta = 0.2693411479736014, phi = 2.341042371656312
pid = 22, p = (0.02095352676338316, -0.17605629800077932, -0.02415245222444162, 0.17893633308530985), Parent_PIDs = (111, 90), theta = 1.7061874949892466, phi = 4.830847820483039
pid = 22, p = (-0.011503605690728478, -0.01576331580158958, 0.054340831490381575, 0.05773855761979553), Parent_PIDs = (111, 90), theta = 0.3447698731504594, phi = 4.081960838342617

pid = -11, p = (0.5254424319339925, -0.7178172403517791, 17.96847353446863, 17.990480615032034), Parent_PIDs = (-12, 2), theta = 0.049467395090742994, phi = 5.3442704042232645
pid = -211, p = (-0.15993936957358992, -0.19710909782855365, 0.14896552551553732, 0.3257347250117847), Parent_PIDs = (1, 2103), theta = 1.0400961887515234, phi = 4.030719928992358
pid = 2212, p = (-0.18325493814661836, 0.3332870885247211, 3.632075995811229, 3.770542306881138), Parent_PIDs = (1, 2103), theta = 0.1043381899081822, phi = 2.0735175305568316
pid = 13, p = (-0.33286724000247403, 0.0008469872616610891, 1.2065312833855306, 1.2560585536678703), Parent_PIDs = (223, 90), theta = 0.26919221748131544, phi = 3.1390481393453173
pid = -13, p = (-0.01095627726231524, 0.544125008102279, 5.2058455656873885, 5.235282624065372), Parent_PIDs = (223, 90), theta = 0.10416473170392984, phi = 1.5909291946982533
pid = 211, p = (0.20289379700018662, 0.1761562561971503, 0.4454188359516132, 0.538585781263337), Parent_PIDs = (223, 90), theta = 0.5427990834348475, phi = 0.7149765213152867
pid = -211, p = (-0.0507683250218366, 0.05233061189689218, 0.2641210095231214, 0.3074989566462605), Parent_PIDs = (223, 90), theta = 0.2693411479736014, phi = 2.341042371656312
pid = 22, p = (0.02095352676338316, -0.17605629800077932, -0.02415245222444162, 0.17893633308530985), Parent_PIDs = (111, 90), theta = 1.7061874949892466, phi = 4.830847820483039
pid = 22, p = (-0.011503605690728478, -0.01576331580158958, 0.054340831490381575, 0.05773855761979553), Parent_PIDs = (111, 90), theta = 0.3447698731504594, phi = 4.081960838342617

