Events for energy 566.072289 GeV:
Cross section pb: 1.7576457505543872
Total number of events: 999808

pid = -11, p = (-1.1478776444247256, -0.681123846814121, 108.146214322234, 108.15445078808804), Parent_PIDs = (-12, -3), theta = 0.012341443950664456, phi = 3.677127845713659
pid = 22, p = (0.3383490678938324, 0.239597491091016, 16.279760357680672, 16.285038665996243), Parent_PIDs = (221, 90), theta = 0.025461249289913505, phi = 0.6161661822045245
pid = 13, p = (0.04829103211564306, 0.33304565713838696, 20.14140070842876, 20.144489022226782), Parent_PIDs = (221, 90), theta = 0.016706742370754903, phi = 1.4268016347526127
pid = -13, p = (0.17913950702632195, 0.1968141708663539, 23.542141139585045, 23.543882437961972), Parent_PIDs = (221, 90), theta = 0.011304055824986923, phi = 0.8323764496689144
pid = 22, p = (-0.13095729313023446, 0.16375447795200324, 3.265608854910819, 3.272333499957679), Parent_PIDs = (111, 90), theta = 0.06412026408363752, phi = 2.245364882689511
pid = 22, p = (-0.07150115720795328, 0.22983290714369628, 2.3427830830064313, 2.355115316647853), Parent_PIDs = (111, 90), theta = 0.10238102514184559, phi = 1.8724057970323655
pid = 22, p = (-0.03700579118116894, -0.010633732818439177, 2.4014228289159743, 2.401731481263757), Parent_PIDs = (111, 90), theta = 0.016032166554635813, phi = 3.421406885979161
pid = 22, p = (-0.02751375285889868, 0.20120735309110535, 10.29090686125065, 10.292910445178757), Parent_PIDs = (111, 90), theta = 0.019731346149094334, phi = 1.7066967320972162

pid = -11, p = (-1.5979306192200173, -4.5677092912773976, 39.42137194650279, 39.717274791192565), Parent_PIDs = (-11, 90), theta = 0.12214335548758401, phi = 4.375863885001473
pid = 22, p = (-5.472544173624861e-06, -2.2590213648107417e-05, 0.0001438554703786511, 0.00014572118188603325), Parent_PIDs = (22, 22), theta = 0.16019182852132702, phi = 4.474714915778968
pid = -321, p = (1.9359287762998925, 3.3836546014702575, 267.40322435885355, 267.43209428963956), Parent_PIDs = (2, -2), theta = 0.014577419497688246, phi = 1.05111303774536
pid = 2212, p = (-0.5240917110668338, -0.6029418631603202, 3.4544110103157717, 3.667630983762009), Parent_PIDs = (2114, 90), theta = 0.22726860270418717, phi = 3.9968395593508097
pid = -211, p = (-0.028636640801618932, -0.16197215427911754, 0.16866769307654184, 0.2738313560313765), Parent_PIDs = (2114, 90), theta = 0.7728413602918683, phi = 4.537397552281182
pid = 211, p = (0.01311244963610353, -0.1804316791684567, 5.156127035528808, 5.16118720049894), Parent_PIDs = (213, 90), theta = 0.03507154300582324, phi = 4.784934106103123
pid = 130, p = (0.38838597475812997, 1.0050694558258932, 57.28935344478463, 57.30164606806666), Parent_PIDs = (311, 311), theta = 0.018805831272634663, phi = 1.202045291696839
pid = 22, p = (-0.33305416235830276, -0.3597262518676303, 1.5798273326591874, 1.6541410013550748), Parent_PIDs = (221, 90), theta = 0.30088640525512217, phi = 3.965471874464771
pid = 22, p = (-0.050451182134310796, 0.09744641683586047, 1.6948277442755741, 1.698376344836188), Parent_PIDs = (221, 90), theta = 0.06465501804582431, phi = 2.0485291331597932
pid = 211, p = (-0.0531193607118102, 0.2957077316105198, 6.867400193556176, 6.875385802438438), Parent_PIDs = (221, 90), theta = 0.04372097517243341, phi = 1.748535377481197
pid = -211, p = (-0.06174496897970709, 0.0919618769622968, 6.878500463750114, 6.880807935316846), Parent_PIDs = (221, 90), theta = 0.01610203814769937, phi = 2.1620819261144626
pid = 22, p = (-0.017058412335082325, -0.21089073748361548, 5.91406823888689, 5.917851723961868), Parent_PIDs = (111, 90), theta = 0.03576037889588508, phi = 4.631677258430832
pid = 22, p = (0.02986371680014067, -0.14376383971877033, 2.0426767552558847, 2.0479473161325497), Parent_PIDs = (111, 90), theta = 0.07175913744059538, phi = 4.917203759035219
pid = 22, p = (0.3383490678938324, 0.239597491091016, 16.279760357680672, 16.285038665996243), Parent_PIDs = (221, 90), theta = 0.025461249289913505, phi = 0.6161661822045245
pid = 13, p = (0.04829103211564306, 0.33304565713838696, 20.14140070842876, 20.144489022226782), Parent_PIDs = (221, 90), theta = 0.016706742370754903, phi = 1.4268016347526127
pid = -13, p = (0.17913950702632195, 0.1968141708663539, 23.542141139585045, 23.543882437961972), Parent_PIDs = (221, 90), theta = 0.011304055824986923, phi = 0.8323764496689144
pid = 22, p = (-0.13095729313023446, 0.16375447795200324, 3.265608854910819, 3.272333499957679), Parent_PIDs = (111, 90), theta = 0.06412026408363752, phi = 2.245364882689511
pid = 22, p = (-0.07150115720795328, 0.22983290714369628, 2.3427830830064313, 2.355115316647853), Parent_PIDs = (111, 90), theta = 0.10238102514184559, phi = 1.8724057970323655
pid = 22, p = (-0.03700579118116894, -0.010633732818439177, 2.4014228289159743, 2.401731481263757), Parent_PIDs = (111, 90), theta = 0.016032166554635813, phi = 3.421406885979161
pid = 22, p = (-0.02751375285889868, 0.20120735309110535, 10.29090686125065, 10.292910445178757), Parent_PIDs = (111, 90), theta = 0.019731346149094334, phi = 1.7066967320972162

pid = -11, p = (-1.5979306192200173, -4.5677092912773976, 39.42137194650279, 39.717274791192565), Parent_PIDs = (-11, 90), theta = 0.12214335548758401, phi = 4.375863885001473
pid = 22, p = (-5.472544173624861e-06, -2.2590213648107417e-05, 0.0001438554703786511, 0.00014572118188603325), Parent_PIDs = (22, 22), theta = 0.16019182852132702, phi = 4.474714915778968
pid = -321, p = (1.9359287762998925, 3.3836546014702575, 267.40322435885355, 267.43209428963956), Parent_PIDs = (2, -2), theta = 0.014577419497688246, phi = 1.05111303774536
pid = 2212, p = (-0.5240917110668338, -0.6029418631603202, 3.4544110103157717, 3.667630983762009), Parent_PIDs = (2114, 90), theta = 0.22726860270418717, phi = 3.9968395593508097
pid = -211, p = (-0.028636640801618932, -0.16197215427911754, 0.16866769307654184, 0.2738313560313765), Parent_PIDs = (2114, 90), theta = 0.7728413602918683, phi = 4.537397552281182
pid = 211, p = (0.01311244963610353, -0.1804316791684567, 5.156127035528808, 5.16118720049894), Parent_PIDs = (213, 90), theta = 0.03507154300582324, phi = 4.784934106103123
pid = 130, p = (0.38838597475812997, 1.0050694558258932, 57.28935344478463, 57.30164606806666), Parent_PIDs = (311, 311), theta = 0.018805831272634663, phi = 1.202045291696839
pid = 22, p = (-0.33305416235830276, -0.3597262518676303, 1.5798273326591874, 1.6541410013550748), Parent_PIDs = (221, 90), theta = 0.30088640525512217, phi = 3.965471874464771
pid = 22, p = (-0.050451182134310796, 0.09744641683586047, 1.6948277442755741, 1.698376344836188), Parent_PIDs = (221, 90), theta = 0.06465501804582431, phi = 2.0485291331597932
pid = 211, p = (-0.0531193607118102, 0.2957077316105198, 6.867400193556176, 6.875385802438438), Parent_PIDs = (221, 90), theta = 0.04372097517243341, phi = 1.748535377481197
pid = -211, p = (-0.06174496897970709, 0.0919618769622968, 6.878500463750114, 6.880807935316846), Parent_PIDs = (221, 90), theta = 0.01610203814769937, phi = 2.1620819261144626
pid = 22, p = (-0.017058412335082325, -0.21089073748361548, 5.91406823888689, 5.917851723961868), Parent_PIDs = (111, 90), theta = 0.03576037889588508, phi = 4.631677258430832
pid = 22, p = (0.02986371680014067, -0.14376383971877033, 2.0426767552558847, 2.0479473161325497), Parent_PIDs = (111, 90), theta = 0.07175913744059538, phi = 4.917203759035219
pid = 22, p = (0.3383490678938324, 0.239597491091016, 16.279760357680672, 16.285038665996243), Parent_PIDs = (221, 90), theta = 0.025461249289913505, phi = 0.6161661822045245
pid = 13, p = (0.04829103211564306, 0.33304565713838696, 20.14140070842876, 20.144489022226782), Parent_PIDs = (221, 90), theta = 0.016706742370754903, phi = 1.4268016347526127
pid = -13, p = (0.17913950702632195, 0.1968141708663539, 23.542141139585045, 23.543882437961972), Parent_PIDs = (221, 90), theta = 0.011304055824986923, phi = 0.8323764496689144
pid = 22, p = (-0.13095729313023446, 0.16375447795200324, 3.265608854910819, 3.272333499957679), Parent_PIDs = (111, 90), theta = 0.06412026408363752, phi = 2.245364882689511
pid = 22, p = (-0.07150115720795328, 0.22983290714369628, 2.3427830830064313, 2.355115316647853), Parent_PIDs = (111, 90), theta = 0.10238102514184559, phi = 1.8724057970323655
pid = 22, p = (-0.03700579118116894, -0.010633732818439177, 2.4014228289159743, 2.401731481263757), Parent_PIDs = (111, 90), theta = 0.016032166554635813, phi = 3.421406885979161
pid = 22, p = (-0.02751375285889868, 0.20120735309110535, 10.29090686125065, 10.292910445178757), Parent_PIDs = (111, 90), theta = 0.019731346149094334, phi = 1.7066967320972162

pid = -11, p = (-1.5979306192200173, -4.5677092912773976, 39.42137194650279, 39.717274791192565), Parent_PIDs = (-11, 90), theta = 0.12214335548758401, phi = 4.375863885001473
pid = 22, p = (-5.472544173624861e-06, -2.2590213648107417e-05, 0.0001438554703786511, 0.00014572118188603325), Parent_PIDs = (22, 22), theta = 0.16019182852132702, phi = 4.474714915778968
pid = -321, p = (1.9359287762998925, 3.3836546014702575, 267.40322435885355, 267.43209428963956), Parent_PIDs = (2, -2), theta = 0.014577419497688246, phi = 1.05111303774536
pid = 2212, p = (-0.5240917110668338, -0.6029418631603202, 3.4544110103157717, 3.667630983762009), Parent_PIDs = (2114, 90), theta = 0.22726860270418717, phi = 3.9968395593508097
pid = -211, p = (-0.028636640801618932, -0.16197215427911754, 0.16866769307654184, 0.2738313560313765), Parent_PIDs = (2114, 90), theta = 0.7728413602918683, phi = 4.537397552281182
pid = 211, p = (0.01311244963610353, -0.1804316791684567, 5.156127035528808, 5.16118720049894), Parent_PIDs = (213, 90), theta = 0.03507154300582324, phi = 4.784934106103123
pid = 130, p = (0.38838597475812997, 1.0050694558258932, 57.28935344478463, 57.30164606806666), Parent_PIDs = (311, 311), theta = 0.018805831272634663, phi = 1.202045291696839
pid = 22, p = (-0.33305416235830276, -0.3597262518676303, 1.5798273326591874, 1.6541410013550748), Parent_PIDs = (221, 90), theta = 0.30088640525512217, phi = 3.965471874464771
pid = 22, p = (-0.050451182134310796, 0.09744641683586047, 1.6948277442755741, 1.698376344836188), Parent_PIDs = (221, 90), theta = 0.06465501804582431, phi = 2.0485291331597932
pid = 211, p = (-0.0531193607118102, 0.2957077316105198, 6.867400193556176, 6.875385802438438), Parent_PIDs = (221, 90), theta = 0.04372097517243341, phi = 1.748535377481197
pid = -211, p = (-0.06174496897970709, 0.0919618769622968, 6.878500463750114, 6.880807935316846), Parent_PIDs = (221, 90), theta = 0.01610203814769937, phi = 2.1620819261144626
pid = 22, p = (-0.017058412335082325, -0.21089073748361548, 5.91406823888689, 5.917851723961868), Parent_PIDs = (111, 90), theta = 0.03576037889588508, phi = 4.631677258430832
pid = 22, p = (0.02986371680014067, -0.14376383971877033, 2.0426767552558847, 2.0479473161325497), Parent_PIDs = (111, 90), theta = 0.07175913744059538, phi = 4.917203759035219
pid = 22, p = (0.3383490678938324, 0.239597491091016, 16.279760357680672, 16.285038665996243), Parent_PIDs = (221, 90), theta = 0.025461249289913505, phi = 0.6161661822045245
pid = 13, p = (0.04829103211564306, 0.33304565713838696, 20.14140070842876, 20.144489022226782), Parent_PIDs = (221, 90), theta = 0.016706742370754903, phi = 1.4268016347526127
pid = -13, p = (0.17913950702632195, 0.1968141708663539, 23.542141139585045, 23.543882437961972), Parent_PIDs = (221, 90), theta = 0.011304055824986923, phi = 0.8323764496689144
pid = 22, p = (-0.13095729313023446, 0.16375447795200324, 3.265608854910819, 3.272333499957679), Parent_PIDs = (111, 90), theta = 0.06412026408363752, phi = 2.245364882689511
pid = 22, p = (-0.07150115720795328, 0.22983290714369628, 2.3427830830064313, 2.355115316647853), Parent_PIDs = (111, 90), theta = 0.10238102514184559, phi = 1.8724057970323655
pid = 22, p = (-0.03700579118116894, -0.010633732818439177, 2.4014228289159743, 2.401731481263757), Parent_PIDs = (111, 90), theta = 0.016032166554635813, phi = 3.421406885979161
pid = 22, p = (-0.02751375285889868, 0.20120735309110535, 10.29090686125065, 10.292910445178757), Parent_PIDs = (111, 90), theta = 0.019731346149094334, phi = 1.7066967320972162

pid = -11, p = (-1.0747439127997378, -0.8062219007890998, 97.9919234205536, 98.00113327993802), Parent_PIDs = (-11, 90), theta = 0.013709743149836943, phi = 3.7851913955731487
pid = 22, p = (-0.21103221166645583, -0.1662626261878513, 24.432265914944107, 24.433742971427186), Parent_PIDs = (22, 22), theta = 0.010995645677460097, phi = 3.808883652502359
pid = 22, p = (-0.00022351264361355745, -0.00018292748421406093, 0.021210344657266036, 0.021212311068017787), Parent_PIDs = (22, 22), theta = 0.013616374241150296, phi = 3.8274655349645466
pid = 211, p = (0.043924865107820205, 0.17685027641939927, 24.18941074514358, 24.190499734321566), Parent_PIDs = (1, 2101), theta = 0.00753305166161362, phi = 1.3273493757781871
pid = 2112, p = (-0.43369340917074833, 0.05419007642395883, 1.2701770421757161, 1.6392583813759314), Parent_PIDs = (1, 2101), theta = 0.331407582947809, phi = 3.0172866972549603
pid = 211, p = (0.5781659594875825, 0.34555341157441255, 49.717596300499146, 49.72235457740579), Parent_PIDs = (113, 90), theta = 0.013546889208410304, phi = 0.5387057304211186
pid = -211, p = (0.015978586957664243, -0.25450395139168147, 23.885428359988868, 23.887197309470515), Parent_PIDs = (113, 90), theta = 0.01067577102676694, phi = 4.775089940112515
pid = -211, p = (0.6465387277258872, 0.7670956218680407, 69.62928377022907, 69.63665045189582), Parent_PIDs = (-213, 90), theta = 0.014407004698260355, phi = 0.870473837559092
pid = 22, p = (0.044291051471860896, 0.030722996935091933, 0.012985757295801231, 0.055445736298673734), Parent_PIDs = (221, 90), theta = 1.3343939389133361, phi = 0.6064592538328836
pid = 13, p = (0.26877691085547994, -0.03633143469653093, 0.761844381659075, 0.8155561896163948), Parent_PIDs = (221, 90), theta = 0.3420154903833599, phi = 6.148826484776843
pid = -13, p = (0.051876549039185316, 0.012797363874965852, 1.308931487997556, 1.314275703470875), Parent_PIDs = (221, 90), theta = 0.04079821831346158, phi = 0.24185982423293276
pid = 22, p = (-0.034609436270418, -0.014423149338937288, 2.53490590418009, 2.5351831853660767), Parent_PIDs = (111, 90), theta = 0.014790214919672104, phi = 3.5364465736486865
pid = 22, p = (0.10474983190549247, -0.10928375720755616, 5.15782167527687, 5.160042625873311), Parent_PIDs = (111, 90), theta = 0.029340896583258974, phi = 5.476607069503422

pid = -11, p = (-1.0747439127997378, -0.8062219007890998, 97.9919234205536, 98.00113327993802), Parent_PIDs = (-11, 90), theta = 0.013709743149836943, phi = 3.7851913955731487
pid = 22, p = (-0.21103221166645583, -0.1662626261878513, 24.432265914944107, 24.433742971427186), Parent_PIDs = (22, 22), theta = 0.010995645677460097, phi = 3.808883652502359
pid = 22, p = (-0.00022351264361355745, -0.00018292748421406093, 0.021210344657266036, 0.021212311068017787), Parent_PIDs = (22, 22), theta = 0.013616374241150296, phi = 3.8274655349645466
pid = 211, p = (0.043924865107820205, 0.17685027641939927, 24.18941074514358, 24.190499734321566), Parent_PIDs = (1, 2101), theta = 0.00753305166161362, phi = 1.3273493757781871
pid = 2112, p = (-0.43369340917074833, 0.05419007642395883, 1.2701770421757161, 1.6392583813759314), Parent_PIDs = (1, 2101), theta = 0.331407582947809, phi = 3.0172866972549603
pid = 211, p = (0.5781659594875825, 0.34555341157441255, 49.717596300499146, 49.72235457740579), Parent_PIDs = (113, 90), theta = 0.013546889208410304, phi = 0.5387057304211186
pid = -211, p = (0.015978586957664243, -0.25450395139168147, 23.885428359988868, 23.887197309470515), Parent_PIDs = (113, 90), theta = 0.01067577102676694, phi = 4.775089940112515
pid = -211, p = (0.6465387277258872, 0.7670956218680407, 69.62928377022907, 69.63665045189582), Parent_PIDs = (-213, 90), theta = 0.014407004698260355, phi = 0.870473837559092
pid = 22, p = (0.044291051471860896, 0.030722996935091933, 0.012985757295801231, 0.055445736298673734), Parent_PIDs = (221, 90), theta = 1.3343939389133361, phi = 0.6064592538328836
pid = 13, p = (0.26877691085547994, -0.03633143469653093, 0.761844381659075, 0.8155561896163948), Parent_PIDs = (221, 90), theta = 0.3420154903833599, phi = 6.148826484776843
pid = -13, p = (0.051876549039185316, 0.012797363874965852, 1.308931487997556, 1.314275703470875), Parent_PIDs = (221, 90), theta = 0.04079821831346158, phi = 0.24185982423293276
pid = 22, p = (-0.034609436270418, -0.014423149338937288, 2.53490590418009, 2.5351831853660767), Parent_PIDs = (111, 90), theta = 0.014790214919672104, phi = 3.5364465736486865
pid = 22, p = (0.10474983190549247, -0.10928375720755616, 5.15782167527687, 5.160042625873311), Parent_PIDs = (111, 90), theta = 0.029340896583258974, phi = 5.476607069503422

pid = -11, p = (-1.0747439127997378, -0.8062219007890998, 97.9919234205536, 98.00113327993802), Parent_PIDs = (-11, 90), theta = 0.013709743149836943, phi = 3.7851913955731487
pid = 22, p = (-0.21103221166645583, -0.1662626261878513, 24.432265914944107, 24.433742971427186), Parent_PIDs = (22, 22), theta = 0.010995645677460097, phi = 3.808883652502359
pid = 22, p = (-0.00022351264361355745, -0.00018292748421406093, 0.021210344657266036, 0.021212311068017787), Parent_PIDs = (22, 22), theta = 0.013616374241150296, phi = 3.8274655349645466
pid = 211, p = (0.043924865107820205, 0.17685027641939927, 24.18941074514358, 24.190499734321566), Parent_PIDs = (1, 2101), theta = 0.00753305166161362, phi = 1.3273493757781871
pid = 2112, p = (-0.43369340917074833, 0.05419007642395883, 1.2701770421757161, 1.6392583813759314), Parent_PIDs = (1, 2101), theta = 0.331407582947809, phi = 3.0172866972549603
pid = 211, p = (0.5781659594875825, 0.34555341157441255, 49.717596300499146, 49.72235457740579), Parent_PIDs = (113, 90), theta = 0.013546889208410304, phi = 0.5387057304211186
pid = -211, p = (0.015978586957664243, -0.25450395139168147, 23.885428359988868, 23.887197309470515), Parent_PIDs = (113, 90), theta = 0.01067577102676694, phi = 4.775089940112515
pid = -211, p = (0.6465387277258872, 0.7670956218680407, 69.62928377022907, 69.63665045189582), Parent_PIDs = (-213, 90), theta = 0.014407004698260355, phi = 0.870473837559092
pid = 22, p = (0.044291051471860896, 0.030722996935091933, 0.012985757295801231, 0.055445736298673734), Parent_PIDs = (221, 90), theta = 1.3343939389133361, phi = 0.6064592538328836
pid = 13, p = (0.26877691085547994, -0.03633143469653093, 0.761844381659075, 0.8155561896163948), Parent_PIDs = (221, 90), theta = 0.3420154903833599, phi = 6.148826484776843
pid = -13, p = (0.051876549039185316, 0.012797363874965852, 1.308931487997556, 1.314275703470875), Parent_PIDs = (221, 90), theta = 0.04079821831346158, phi = 0.24185982423293276
pid = 22, p = (-0.034609436270418, -0.014423149338937288, 2.53490590418009, 2.5351831853660767), Parent_PIDs = (111, 90), theta = 0.014790214919672104, phi = 3.5364465736486865
pid = 22, p = (0.10474983190549247, -0.10928375720755616, 5.15782167527687, 5.160042625873311), Parent_PIDs = (111, 90), theta = 0.029340896583258974, phi = 5.476607069503422

pid = -11, p = (-1.0747439127997378, -0.8062219007890998, 97.9919234205536, 98.00113327993802), Parent_PIDs = (-11, 90), theta = 0.013709743149836943, phi = 3.7851913955731487
pid = 22, p = (-0.21103221166645583, -0.1662626261878513, 24.432265914944107, 24.433742971427186), Parent_PIDs = (22, 22), theta = 0.010995645677460097, phi = 3.808883652502359
pid = 22, p = (-0.00022351264361355745, -0.00018292748421406093, 0.021210344657266036, 0.021212311068017787), Parent_PIDs = (22, 22), theta = 0.013616374241150296, phi = 3.8274655349645466
pid = 211, p = (0.043924865107820205, 0.17685027641939927, 24.18941074514358, 24.190499734321566), Parent_PIDs = (1, 2101), theta = 0.00753305166161362, phi = 1.3273493757781871
pid = 2112, p = (-0.43369340917074833, 0.05419007642395883, 1.2701770421757161, 1.6392583813759314), Parent_PIDs = (1, 2101), theta = 0.331407582947809, phi = 3.0172866972549603
pid = 211, p = (0.5781659594875825, 0.34555341157441255, 49.717596300499146, 49.72235457740579), Parent_PIDs = (113, 90), theta = 0.013546889208410304, phi = 0.5387057304211186
pid = -211, p = (0.015978586957664243, -0.25450395139168147, 23.885428359988868, 23.887197309470515), Parent_PIDs = (113, 90), theta = 0.01067577102676694, phi = 4.775089940112515
pid = -211, p = (0.6465387277258872, 0.7670956218680407, 69.62928377022907, 69.63665045189582), Parent_PIDs = (-213, 90), theta = 0.014407004698260355, phi = 0.870473837559092
pid = 22, p = (0.044291051471860896, 0.030722996935091933, 0.012985757295801231, 0.055445736298673734), Parent_PIDs = (221, 90), theta = 1.3343939389133361, phi = 0.6064592538328836
pid = 13, p = (0.26877691085547994, -0.03633143469653093, 0.761844381659075, 0.8155561896163948), Parent_PIDs = (221, 90), theta = 0.3420154903833599, phi = 6.148826484776843
pid = -13, p = (0.051876549039185316, 0.012797363874965852, 1.308931487997556, 1.314275703470875), Parent_PIDs = (221, 90), theta = 0.04079821831346158, phi = 0.24185982423293276
pid = 22, p = (-0.034609436270418, -0.014423149338937288, 2.53490590418009, 2.5351831853660767), Parent_PIDs = (111, 90), theta = 0.014790214919672104, phi = 3.5364465736486865
pid = 22, p = (0.10474983190549247, -0.10928375720755616, 5.15782167527687, 5.160042625873311), Parent_PIDs = (111, 90), theta = 0.029340896583258974, phi = 5.476607069503422

pid = -11, p = (-1.0747439127997378, -0.8062219007890998, 97.9919234205536, 98.00113327993802), Parent_PIDs = (-11, 90), theta = 0.013709743149836943, phi = 3.7851913955731487
pid = 22, p = (-0.21103221166645583, -0.1662626261878513, 24.432265914944107, 24.433742971427186), Parent_PIDs = (22, 22), theta = 0.010995645677460097, phi = 3.808883652502359
pid = 22, p = (-0.00022351264361355745, -0.00018292748421406093, 0.021210344657266036, 0.021212311068017787), Parent_PIDs = (22, 22), theta = 0.013616374241150296, phi = 3.8274655349645466
pid = 211, p = (0.043924865107820205, 0.17685027641939927, 24.18941074514358, 24.190499734321566), Parent_PIDs = (1, 2101), theta = 0.00753305166161362, phi = 1.3273493757781871
pid = 2112, p = (-0.43369340917074833, 0.05419007642395883, 1.2701770421757161, 1.6392583813759314), Parent_PIDs = (1, 2101), theta = 0.331407582947809, phi = 3.0172866972549603
pid = 211, p = (0.5781659594875825, 0.34555341157441255, 49.717596300499146, 49.72235457740579), Parent_PIDs = (113, 90), theta = 0.013546889208410304, phi = 0.5387057304211186
pid = -211, p = (0.015978586957664243, -0.25450395139168147, 23.885428359988868, 23.887197309470515), Parent_PIDs = (113, 90), theta = 0.01067577102676694, phi = 4.775089940112515
pid = -211, p = (0.6465387277258872, 0.7670956218680407, 69.62928377022907, 69.63665045189582), Parent_PIDs = (-213, 90), theta = 0.014407004698260355, phi = 0.870473837559092
pid = 22, p = (0.044291051471860896, 0.030722996935091933, 0.012985757295801231, 0.055445736298673734), Parent_PIDs = (221, 90), theta = 1.3343939389133361, phi = 0.6064592538328836
pid = 13, p = (0.26877691085547994, -0.03633143469653093, 0.761844381659075, 0.8155561896163948), Parent_PIDs = (221, 90), theta = 0.3420154903833599, phi = 6.148826484776843
pid = -13, p = (0.051876549039185316, 0.012797363874965852, 1.308931487997556, 1.314275703470875), Parent_PIDs = (221, 90), theta = 0.04079821831346158, phi = 0.24185982423293276
pid = 22, p = (-0.034609436270418, -0.014423149338937288, 2.53490590418009, 2.5351831853660767), Parent_PIDs = (111, 90), theta = 0.014790214919672104, phi = 3.5364465736486865
pid = 22, p = (0.10474983190549247, -0.10928375720755616, 5.15782167527687, 5.160042625873311), Parent_PIDs = (111, 90), theta = 0.029340896583258974, phi = 5.476607069503422

pid = -11, p = (-1.0747439127997378, -0.8062219007890998, 97.9919234205536, 98.00113327993802), Parent_PIDs = (-11, 90), theta = 0.013709743149836943, phi = 3.7851913955731487
pid = 22, p = (-0.21103221166645583, -0.1662626261878513, 24.432265914944107, 24.433742971427186), Parent_PIDs = (22, 22), theta = 0.010995645677460097, phi = 3.808883652502359
pid = 22, p = (-0.00022351264361355745, -0.00018292748421406093, 0.021210344657266036, 0.021212311068017787), Parent_PIDs = (22, 22), theta = 0.013616374241150296, phi = 3.8274655349645466
pid = 211, p = (0.043924865107820205, 0.17685027641939927, 24.18941074514358, 24.190499734321566), Parent_PIDs = (1, 2101), theta = 0.00753305166161362, phi = 1.3273493757781871
pid = 2112, p = (-0.43369340917074833, 0.05419007642395883, 1.2701770421757161, 1.6392583813759314), Parent_PIDs = (1, 2101), theta = 0.331407582947809, phi = 3.0172866972549603
pid = 211, p = (0.5781659594875825, 0.34555341157441255, 49.717596300499146, 49.72235457740579), Parent_PIDs = (113, 90), theta = 0.013546889208410304, phi = 0.5387057304211186
pid = -211, p = (0.015978586957664243, -0.25450395139168147, 23.885428359988868, 23.887197309470515), Parent_PIDs = (113, 90), theta = 0.01067577102676694, phi = 4.775089940112515
pid = -211, p = (0.6465387277258872, 0.7670956218680407, 69.62928377022907, 69.63665045189582), Parent_PIDs = (-213, 90), theta = 0.014407004698260355, phi = 0.870473837559092
pid = 22, p = (0.044291051471860896, 0.030722996935091933, 0.012985757295801231, 0.055445736298673734), Parent_PIDs = (221, 90), theta = 1.3343939389133361, phi = 0.6064592538328836
pid = 13, p = (0.26877691085547994, -0.03633143469653093, 0.761844381659075, 0.8155561896163948), Parent_PIDs = (221, 90), theta = 0.3420154903833599, phi = 6.148826484776843
pid = -13, p = (0.051876549039185316, 0.012797363874965852, 1.308931487997556, 1.314275703470875), Parent_PIDs = (221, 90), theta = 0.04079821831346158, phi = 0.24185982423293276
pid = 22, p = (-0.034609436270418, -0.014423149338937288, 2.53490590418009, 2.5351831853660767), Parent_PIDs = (111, 90), theta = 0.014790214919672104, phi = 3.5364465736486865
pid = 22, p = (0.10474983190549247, -0.10928375720755616, 5.15782167527687, 5.160042625873311), Parent_PIDs = (111, 90), theta = 0.029340896583258974, phi = 5.476607069503422

pid = -11, p = (-1.0747439127997378, -0.8062219007890998, 97.9919234205536, 98.00113327993802), Parent_PIDs = (-11, 90), theta = 0.013709743149836943, phi = 3.7851913955731487
pid = 22, p = (-0.21103221166645583, -0.1662626261878513, 24.432265914944107, 24.433742971427186), Parent_PIDs = (22, 22), theta = 0.010995645677460097, phi = 3.808883652502359
pid = 22, p = (-0.00022351264361355745, -0.00018292748421406093, 0.021210344657266036, 0.021212311068017787), Parent_PIDs = (22, 22), theta = 0.013616374241150296, phi = 3.8274655349645466
pid = 211, p = (0.043924865107820205, 0.17685027641939927, 24.18941074514358, 24.190499734321566), Parent_PIDs = (1, 2101), theta = 0.00753305166161362, phi = 1.3273493757781871
pid = 2112, p = (-0.43369340917074833, 0.05419007642395883, 1.2701770421757161, 1.6392583813759314), Parent_PIDs = (1, 2101), theta = 0.331407582947809, phi = 3.0172866972549603
pid = 211, p = (0.5781659594875825, 0.34555341157441255, 49.717596300499146, 49.72235457740579), Parent_PIDs = (113, 90), theta = 0.013546889208410304, phi = 0.5387057304211186
pid = -211, p = (0.015978586957664243, -0.25450395139168147, 23.885428359988868, 23.887197309470515), Parent_PIDs = (113, 90), theta = 0.01067577102676694, phi = 4.775089940112515
pid = -211, p = (0.6465387277258872, 0.7670956218680407, 69.62928377022907, 69.63665045189582), Parent_PIDs = (-213, 90), theta = 0.014407004698260355, phi = 0.870473837559092
pid = 22, p = (0.044291051471860896, 0.030722996935091933, 0.012985757295801231, 0.055445736298673734), Parent_PIDs = (221, 90), theta = 1.3343939389133361, phi = 0.6064592538328836
pid = 13, p = (0.26877691085547994, -0.03633143469653093, 0.761844381659075, 0.8155561896163948), Parent_PIDs = (221, 90), theta = 0.3420154903833599, phi = 6.148826484776843
pid = -13, p = (0.051876549039185316, 0.012797363874965852, 1.308931487997556, 1.314275703470875), Parent_PIDs = (221, 90), theta = 0.04079821831346158, phi = 0.24185982423293276
pid = 22, p = (-0.034609436270418, -0.014423149338937288, 2.53490590418009, 2.5351831853660767), Parent_PIDs = (111, 90), theta = 0.014790214919672104, phi = 3.5364465736486865
