Events for energy 14.219093 GeV:
Cross section pb: 0.009329258602553328
Total number of events: 956112

pid = -12, p = (-0.25874545087237494, -0.17600669829581223, 1.534207704592844, 1.5657971921753422), Parent_PIDs = (-12, 4), theta = 0.2012108500836035, phi = 3.7389273110514343
pid = 13, p = (-0.2520283688820593, 0.13960886414417686, 1.6779769188224405, 1.7058075827507122), Parent_PIDs = (223, 90), theta = 0.17004429950705904, phi = 2.63572870595026
pid = -13, p = (0.033178845941476964, -0.6241822916954721, 4.191751351464925, 4.239415973597335), Parent_PIDs = (223, 90), theta = 0.14802675769672702, phi = 4.765494699654353
pid = 22, p = (-0.06917900404670214, 0.5039548681753213, 0.8976931311173031, 1.03179901212091), Parent_PIDs = (111, 90), theta = 0.5155389831186372, phi = 1.7072159299731398
pid = 22, p = (-0.13311131663171294, 0.24868153959602346, 0.4712150428793995, 0.5491855309338647), Parent_PIDs = (111, 90), theta = 0.5393839880402589, phi = 2.062258815974582

pid = -12, p = (0.9720696033650225, -0.11442896982171662, 2.618294587204556, 2.7952602469726084), Parent_PIDs = (-12, 2), theta = 0.35773931987766644, phi = 6.166007726668978
pid = 2212, p = (-0.5509297597460246, -0.15363401039833746, 1.8200780689844234, 2.126067209526301), Parent_PIDs = (2, 2101), theta = 0.3044737025332761, phi = 3.4135468487821448
pid = 13, p = (-0.2520283688820593, 0.13960886414417686, 1.6779769188224405, 1.7058075827507122), Parent_PIDs = (223, 90), theta = 0.17004429950705904, phi = 2.63572870595026
pid = -13, p = (0.033178845941476964, -0.6241822916954721, 4.191751351464925, 4.239415973597335), Parent_PIDs = (223, 90), theta = 0.14802675769672702, phi = 4.765494699654353
pid = 22, p = (-0.06917900404670214, 0.5039548681753213, 0.8976931311173031, 1.03179901212091), Parent_PIDs = (111, 90), theta = 0.5155389831186372, phi = 1.7072159299731398
pid = 22, p = (-0.13311131663171294, 0.24868153959602346, 0.4712150428793995, 0.5491855309338647), Parent_PIDs = (111, 90), theta = 0.5393839880402589, phi = 2.062258815974582

pid = -12, p = (0.9720696033650225, -0.11442896982171662, 2.618294587204556, 2.7952602469726084), Parent_PIDs = (-12, 2), theta = 0.35773931987766644, phi = 6.166007726668978
pid = 2212, p = (-0.5509297597460246, -0.15363401039833746, 1.8200780689844234, 2.126067209526301), Parent_PIDs = (2, 2101), theta = 0.3044737025332761, phi = 3.4135468487821448
pid = 13, p = (-0.2520283688820593, 0.13960886414417686, 1.6779769188224405, 1.7058075827507122), Parent_PIDs = (223, 90), theta = 0.17004429950705904, phi = 2.63572870595026
pid = -13, p = (0.033178845941476964, -0.6241822916954721, 4.191751351464925, 4.239415973597335), Parent_PIDs = (223, 90), theta = 0.14802675769672702, phi = 4.765494699654353
pid = 22, p = (-0.06917900404670214, 0.5039548681753213, 0.8976931311173031, 1.03179901212091), Parent_PIDs = (111, 90), theta = 0.5155389831186372, phi = 1.7072159299731398
pid = 22, p = (-0.13311131663171294, 0.24868153959602346, 0.4712150428793995, 0.5491855309338647), Parent_PIDs = (111, 90), theta = 0.5393839880402589, phi = 2.062258815974582

pid = -12, p = (0.9720696033650225, -0.11442896982171662, 2.618294587204556, 2.7952602469726084), Parent_PIDs = (-12, 2), theta = 0.35773931987766644, phi = 6.166007726668978
pid = 2212, p = (-0.5509297597460246, -0.15363401039833746, 1.8200780689844234, 2.126067209526301), Parent_PIDs = (2, 2101), theta = 0.3044737025332761, phi = 3.4135468487821448
pid = 13, p = (-0.2520283688820593, 0.13960886414417686, 1.6779769188224405, 1.7058075827507122), Parent_PIDs = (223, 90), theta = 0.17004429950705904, phi = 2.63572870595026
pid = -13, p = (0.033178845941476964, -0.6241822916954721, 4.191751351464925, 4.239415973597335), Parent_PIDs = (223, 90), theta = 0.14802675769672702, phi = 4.765494699654353
pid = 22, p = (-0.06917900404670214, 0.5039548681753213, 0.8976931311173031, 1.03179901212091), Parent_PIDs = (111, 90), theta = 0.5155389831186372, phi = 1.7072159299731398
pid = 22, p = (-0.13311131663171294, 0.24868153959602346, 0.4712150428793995, 0.5491855309338647), Parent_PIDs = (111, 90), theta = 0.5393839880402589, phi = 2.062258815974582

pid = -12, p = (-0.6176761449766471, 0.5747235530672996, 8.735016398202058, 8.775667636105094), Parent_PIDs = (-12, -1), theta = 0.0962896464229514, phi = 2.3922008966437893
pid = 2112, p = (0.03561994723597463, -0.01647293843489528, 0.9548593927142621, 1.34018222010905), Parent_PIDs = (2212, 90), theta = 0.041076750872895175, phi = 5.850014907503728
pid = 211, p = (0.5013611859355197, 0.19769369926959993, 0.8038989843626663, 0.9778441590830804), Parent_PIDs = (2, -1), theta = 0.5905796711987927, phi = 0.3755950017138098
pid = 13, p = (0.1473722387843033, -0.7744455877560017, 1.4862585576672056, 1.685708480431311), Parent_PIDs = (221, 90), theta = 0.4876872816660696, phi = 4.900434531048292
pid = -13, p = (-0.06667722697915143, 0.01850127385399833, 0.4173528323252327, 0.4360453783515469), Parent_PIDs = (221, 90), theta = 0.1643038185225501, phi = 2.87092677061448

pid = -12, p = (-0.6176761449766471, 0.5747235530672996, 8.735016398202058, 8.775667636105094), Parent_PIDs = (-12, -1), theta = 0.0962896464229514, phi = 2.3922008966437893
pid = 2112, p = (0.03561994723597463, -0.01647293843489528, 0.9548593927142621, 1.34018222010905), Parent_PIDs = (2212, 90), theta = 0.041076750872895175, phi = 5.850014907503728
pid = 211, p = (0.5013611859355197, 0.19769369926959993, 0.8038989843626663, 0.9778441590830804), Parent_PIDs = (2, -1), theta = 0.5905796711987927, phi = 0.3755950017138098
pid = 13, p = (0.1473722387843033, -0.7744455877560017, 1.4862585576672056, 1.685708480431311), Parent_PIDs = (221, 90), theta = 0.4876872816660696, phi = 4.900434531048292
pid = -13, p = (-0.06667722697915143, 0.01850127385399833, 0.4173528323252327, 0.4360453783515469), Parent_PIDs = (221, 90), theta = 0.1643038185225501, phi = 2.87092677061448

pid = -12, p = (-0.6176761449766471, 0.5747235530672996, 8.735016398202058, 8.775667636105094), Parent_PIDs = (-12, -1), theta = 0.0962896464229514, phi = 2.3922008966437893
pid = 2112, p = (0.03561994723597463, -0.01647293843489528, 0.9548593927142621, 1.34018222010905), Parent_PIDs = (2212, 90), theta = 0.041076750872895175, phi = 5.850014907503728
pid = 211, p = (0.5013611859355197, 0.19769369926959993, 0.8038989843626663, 0.9778441590830804), Parent_PIDs = (2, -1), theta = 0.5905796711987927, phi = 0.3755950017138098
pid = 13, p = (0.1473722387843033, -0.7744455877560017, 1.4862585576672056, 1.685708480431311), Parent_PIDs = (221, 90), theta = 0.4876872816660696, phi = 4.900434531048292
pid = -13, p = (-0.06667722697915143, 0.01850127385399833, 0.4173528323252327, 0.4360453783515469), Parent_PIDs = (221, 90), theta = 0.1643038185225501, phi = 2.87092677061448

pid = -12, p = (-0.6176761449766471, 0.5747235530672996, 8.735016398202058, 8.775667636105094), Parent_PIDs = (-12, -1), theta = 0.0962896464229514, phi = 2.3922008966437893
pid = 2112, p = (0.03561994723597463, -0.01647293843489528, 0.9548593927142621, 1.34018222010905), Parent_PIDs = (2212, 90), theta = 0.041076750872895175, phi = 5.850014907503728
pid = 211, p = (0.5013611859355197, 0.19769369926959993, 0.8038989843626663, 0.9778441590830804), Parent_PIDs = (2, -1), theta = 0.5905796711987927, phi = 0.3755950017138098
pid = 13, p = (0.1473722387843033, -0.7744455877560017, 1.4862585576672056, 1.685708480431311), Parent_PIDs = (221, 90), theta = 0.4876872816660696, phi = 4.900434531048292
pid = -13, p = (-0.06667722697915143, 0.01850127385399833, 0.4173528323252327, 0.4360453783515469), Parent_PIDs = (221, 90), theta = 0.1643038185225501, phi = 2.87092677061448

pid = -12, p = (-0.6176761449766471, 0.5747235530672996, 8.735016398202058, 8.775667636105094), Parent_PIDs = (-12, -1), theta = 0.0962896464229514, phi = 2.3922008966437893
pid = 2112, p = (0.03561994723597463, -0.01647293843489528, 0.9548593927142621, 1.34018222010905), Parent_PIDs = (2212, 90), theta = 0.041076750872895175, phi = 5.850014907503728
pid = 211, p = (0.5013611859355197, 0.19769369926959993, 0.8038989843626663, 0.9778441590830804), Parent_PIDs = (2, -1), theta = 0.5905796711987927, phi = 0.3755950017138098
pid = 13, p = (0.1473722387843033, -0.7744455877560017, 1.4862585576672056, 1.685708480431311), Parent_PIDs = (221, 90), theta = 0.4876872816660696, phi = 4.900434531048292
pid = -13, p = (-0.06667722697915143, 0.01850127385399833, 0.4173528323252327, 0.4360453783515469), Parent_PIDs = (221, 90), theta = 0.1643038185225501, phi = 2.87092677061448

pid = -12, p = (-0.6176761449766471, 0.5747235530672996, 8.735016398202058, 8.775667636105094), Parent_PIDs = (-12, -1), theta = 0.0962896464229514, phi = 2.3922008966437893
pid = 2112, p = (0.03561994723597463, -0.01647293843489528, 0.9548593927142621, 1.34018222010905), Parent_PIDs = (2212, 90), theta = 0.041076750872895175, phi = 5.850014907503728
pid = 211, p = (0.5013611859355197, 0.19769369926959993, 0.8038989843626663, 0.9778441590830804), Parent_PIDs = (2, -1), theta = 0.5905796711987927, phi = 0.3755950017138098
pid = 13, p = (0.1473722387843033, -0.7744455877560017, 1.4862585576672056, 1.685708480431311), Parent_PIDs = (221, 90), theta = 0.4876872816660696, phi = 4.900434531048292
pid = -13, p = (-0.06667722697915143, 0.01850127385399833, 0.4173528323252327, 0.4360453783515469), Parent_PIDs = (221, 90), theta = 0.1643038185225501, phi = 2.87092677061448

pid = -12, p = (-0.6176761449766471, 0.5747235530672996, 8.735016398202058, 8.775667636105094), Parent_PIDs = (-12, -1), theta = 0.0962896464229514, phi = 2.3922008966437893
pid = 2112, p = (0.03561994723597463, -0.01647293843489528, 0.9548593927142621, 1.34018222010905), Parent_PIDs = (2212, 90), theta = 0.041076750872895175, phi = 5.850014907503728
pid = 211, p = (0.5013611859355197, 0.19769369926959993, 0.8038989843626663, 0.9778441590830804), Parent_PIDs = (2, -1), theta = 0.5905796711987927, phi = 0.3755950017138098
pid = 13, p = (0.1473722387843033, -0.7744455877560017, 1.4862585576672056, 1.685708480431311), Parent_PIDs = (221, 90), theta = 0.4876872816660696, phi = 4.900434531048292
pid = -13, p = (-0.06667722697915143, 0.01850127385399833, 0.4173528323252327, 0.4360453783515469), Parent_PIDs = (221, 90), theta = 0.1643038185225501, phi = 2.87092677061448

pid = -12, p = (-0.6176761449766471, 0.5747235530672996, 8.735016398202058, 8.775667636105094), Parent_PIDs = (-12, -1), theta = 0.0962896464229514, phi = 2.3922008966437893
pid = 2112, p = (0.03561994723597463, -0.01647293843489528, 0.9548593927142621, 1.34018222010905), Parent_PIDs = (2212, 90), theta = 0.041076750872895175, phi = 5.850014907503728
pid = 211, p = (0.5013611859355197, 0.19769369926959993, 0.8038989843626663, 0.9778441590830804), Parent_PIDs = (2, -1), theta = 0.5905796711987927, phi = 0.3755950017138098
pid = 13, p = (0.1473722387843033, -0.7744455877560017, 1.4862585576672056, 1.685708480431311), Parent_PIDs = (221, 90), theta = 0.4876872816660696, phi = 4.900434531048292
pid = -13, p = (-0.06667722697915143, 0.01850127385399833, 0.4173528323252327, 0.4360453783515469), Parent_PIDs = (221, 90), theta = 0.1643038185225501, phi = 2.87092677061448

pid = -12, p = (-0.5410720904711516, -0.7432676217409251, 8.501787187419524, 8.551350252725356), Parent_PIDs = (-12, 2), theta = 0.10771761140498028, phi = 4.083140695762534
pid = 2212, p = (0.8925051959348049, 0.3009821841546379, 0.686299670190697, 1.4961663109938625), Parent_PIDs = (2, 2101), theta = 0.9411054385062959, phi = 0.32525611812617594
pid = 22, p = (-0.11067863846753359, -0.0640389784319339, 1.7274151225233876, 1.7321413791299263), Parent_PIDs = (221, 90), theta = 0.07388916821214349, phi = 3.6661303740831603
pid = 13, p = (-0.1663207014136699, 0.3288160929998796, 2.127266201556603, 2.1615291176894895), Parent_PIDs = (221, 90), theta = 0.17151888436092852, phi = 2.039086534180436
pid = -13, p = (-0.07443376558244824, 0.17750832301834263, 0.9514048810718463, 0.9764142939996843), Parent_PIDs = (221, 90), theta = 0.1996197421244373, phi = 1.9678508174176543

pid = -12, p = (-0.5410720904711516, -0.7432676217409251, 8.501787187419524, 8.551350252725356), Parent_PIDs = (-12, 2), theta = 0.10771761140498028, phi = 4.083140695762534
pid = 2212, p = (0.8925051959348049, 0.3009821841546379, 0.686299670190697, 1.4961663109938625), Parent_PIDs = (2, 2101), theta = 0.9411054385062959, phi = 0.32525611812617594
pid = 22, p = (-0.11067863846753359, -0.0640389784319339, 1.7274151225233876, 1.7321413791299263), Parent_PIDs = (221, 90), theta = 0.07388916821214349, phi = 3.6661303740831603
pid = 13, p = (-0.1663207014136699, 0.3288160929998796, 2.127266201556603, 2.1615291176894895), Parent_PIDs = (221, 90), theta = 0.17151888436092852, phi = 2.039086534180436
pid = -13, p = (-0.07443376558244824, 0.17750832301834263, 0.9514048810718463, 0.9764142939996843), Parent_PIDs = (221, 90), theta = 0.1996197421244373, phi = 1.9678508174176543

pid = -12, p = (-0.5410720904711516, -0.7432676217409251, 8.501787187419524, 8.551350252725356), Parent_PIDs = (-12, 2), theta = 0.10771761140498028, phi = 4.083140695762534
pid = 2212, p = (0.8925051959348049, 0.3009821841546379, 0.686299670190697, 1.4961663109938625), Parent_PIDs = (2, 2101), theta = 0.9411054385062959, phi = 0.32525611812617594
pid = 22, p = (-0.11067863846753359, -0.0640389784319339, 1.7274151225233876, 1.7321413791299263), Parent_PIDs = (221, 90), theta = 0.07388916821214349, phi = 3.6661303740831603
pid = 13, p = (-0.1663207014136699, 0.3288160929998796, 2.127266201556603, 2.1615291176894895), Parent_PIDs = (221, 90), theta = 0.17151888436092852, phi = 2.039086534180436
pid = -13, p = (-0.07443376558244824, 0.17750832301834263, 0.9514048810718463, 0.9764142939996843), Parent_PIDs = (221, 90), theta = 0.1996197421244373, phi = 1.9678508174176543

pid = -12, p = (-0.5410720904711516, -0.7432676217409251, 8.501787187419524, 8.551350252725356), Parent_PIDs = (-12, 2), theta = 0.10771761140498028, phi = 4.083140695762534
pid = 2212, p = (0.8925051959348049, 0.3009821841546379, 0.686299670190697, 1.4961663109938625), Parent_PIDs = (2, 2101), theta = 0.9411054385062959, phi = 0.32525611812617594
pid = 22, p = (-0.11067863846753359, -0.0640389784319339, 1.7274151225233876, 1.7321413791299263), Parent_PIDs = (221, 90), theta = 0.07388916821214349, phi = 3.6661303740831603
pid = 13, p = (-0.1663207014136699, 0.3288160929998796, 2.127266201556603, 2.1615291176894895), Parent_PIDs = (221, 90), theta = 0.17151888436092852, phi = 2.039086534180436
pid = -13, p = (-0.07443376558244824, 0.17750832301834263, 0.9514048810718463, 0.9764142939996843), Parent_PIDs = (221, 90), theta = 0.1996197421244373, phi = 1.9678508174176543

pid = -12, p = (-0.5410720904711516, -0.7432676217409251, 8.501787187419524, 8.551350252725356), Parent_PIDs = (-12, 2), theta = 0.10771761140498028, phi = 4.083140695762534
pid = 2212, p = (0.8925051959348049, 0.3009821841546379, 0.686299670190697, 1.4961663109938625), Parent_PIDs = (2, 2101), theta = 0.9411054385062959, phi = 0.32525611812617594
pid = 22, p = (-0.11067863846753359, -0.0640389784319339, 1.7274151225233876, 1.7321413791299263), Parent_PIDs = (221, 90), theta = 0.07388916821214349, phi = 3.6661303740831603
pid = 13, p = (-0.1663207014136699, 0.3288160929998796, 2.127266201556603, 2.1615291176894895), Parent_PIDs = (221, 90), theta = 0.17151888436092852, phi = 2.039086534180436
pid = -13, p = (-0.07443376558244824, 0.17750832301834263, 0.9514048810718463, 0.9764142939996843), Parent_PIDs = (221, 90), theta = 0.1996197421244373, phi = 1.9678508174176543

pid = -12, p = (-0.5410720904711516, -0.7432676217409251, 8.501787187419524, 8.551350252725356), Parent_PIDs = (-12, 2), theta = 0.10771761140498028, phi = 4.083140695762534
pid = 2212, p = (0.8925051959348049, 0.3009821841546379, 0.686299670190697, 1.4961663109938625), Parent_PIDs = (2, 2101), theta = 0.9411054385062959, phi = 0.32525611812617594
pid = 22, p = (-0.11067863846753359, -0.0640389784319339, 1.7274151225233876, 1.7321413791299263), Parent_PIDs = (221, 90), theta = 0.07388916821214349, phi = 3.6661303740831603
pid = 13, p = (-0.1663207014136699, 0.3288160929998796, 2.127266201556603, 2.1615291176894895), Parent_PIDs = (221, 90), theta = 0.17151888436092852, phi = 2.039086534180436
pid = -13, p = (-0.07443376558244824, 0.17750832301834263, 0.9514048810718463, 0.9764142939996843), Parent_PIDs = (221, 90), theta = 0.1996197421244373, phi = 1.9678508174176543

pid = -12, p = (-0.5410720904711516, -0.7432676217409251, 8.501787187419524, 8.551350252725356), Parent_PIDs = (-12, 2), theta = 0.10771761140498028, phi = 4.083140695762534
pid = 2212, p = (0.8925051959348049, 0.3009821841546379, 0.686299670190697, 1.4961663109938625), Parent_PIDs = (2, 2101), theta = 0.9411054385062959, phi = 0.32525611812617594
pid = 22, p = (-0.11067863846753359, -0.0640389784319339, 1.7274151225233876, 1.7321413791299263), Parent_PIDs = (221, 90), theta = 0.07388916821214349, phi = 3.6661303740831603
pid = 13, p = (-0.1663207014136699, 0.3288160929998796, 2.127266201556603, 2.1615291176894895), Parent_PIDs = (221, 90), theta = 0.17151888436092852, phi = 2.039086534180436
pid = -13, p = (-0.07443376558244824, 0.17750832301834263, 0.9514048810718463, 0.9764142939996843), Parent_PIDs = (221, 90), theta = 0.1996197421244373, phi = 1.9678508174176543

pid = -12, p = (-0.5410720904711516, -0.7432676217409251, 8.501787187419524, 8.551350252725356), Parent_PIDs = (-12, 2), theta = 0.10771761140498028, phi = 4.083140695762534
pid = 2212, p = (0.8925051959348049, 0.3009821841546379, 0.686299670190697, 1.4961663109938625), Parent_PIDs = (2, 2101), theta = 0.9411054385062959, phi = 0.32525611812617594
pid = 22, p = (-0.11067863846753359, -0.0640389784319339, 1.7274151225233876, 1.7321413791299263), Parent_PIDs = (221, 90), theta = 0.07388916821214349, phi = 3.6661303740831603
pid = 13, p = (-0.1663207014136699, 0.3288160929998796, 2.127266201556603, 2.1615291176894895), Parent_PIDs = (221, 90), theta = 0.17151888436092852, phi = 2.039086534180436
pid = -13, p = (-0.07443376558244824, 0.17750832301834263, 0.9514048810718463, 0.9764142939996843), Parent_PIDs = (221, 90), theta = 0.1996197421244373, phi = 1.9678508174176543

